ARTICLE_ID,TITLE,SECTION_TITLE,SECTION_TEXT
696089,Tuttletown California,History,"Tuttletown is registered as a California Historical Landmark. The community was originally known as '''Mormon Gulch''' because of a company of Mormons who began mining gold there in 1848. Toward the end of the summer however Judge A. A. H. Tuttle settled at the place and built a log cabin. His tavern became the focal point of the village that became Tuttletown.
"
339822,List of state leaders in 1344,Introduction,"
"
210867,Where Is My Gnome?,Overview,"The advertisements consisted of a man named ""Bill"" looking for his garden gnome. On January 3 the ''Boston Herald'' and the ''Boston Globe'' had these advertisements on their publication.  The advertisements were inspired by the travelling gnome prank. Since the initiation of the advertising campaign the ""'''Roaming Gnome'''"" has become the ''de facto'' mascot of Travelocity.

After TV advertisements voiced by Harry Enfield were screened nationally on United States networks and on a Web site ''whereismygnome.com'' many readers considered it to be a prank of the Garden Gnome Liberation Front.

The gnome remains in the commercials; however he is no longer held against his will but now works as ""The Roaming Gnome: Denouncer of Travel Myths.""  In these commercials he discusses two myths one where the gnome states that Travelocity's services are able to ""denounce"" the myth and the other where the gnome ends up causing a mess. In one such commercial he visits the Bermuda Triangle to see if things really do disappear there denouncing the myth even as objects disappear behind him until he also vanishes mid-sentence.

In 2006 a major promotion involved 20 Travelocity gnomes carefully hidden throughout the  atrium of Gaylord Palms Resort & Convention Center in Kissimmee Florida.  During the resort's  Best of Florida Christmas promotion guests were encouraged to find the gnomes to win a cruise to Alaska.
"
649422,Maryland Day,References,"
"
255035,Tullamore,Gallery,"
File:Hugh Lynch's Pub Kilbride Street Tullamore Co Offaly.jpg|Hugh Lynchs Pub
File:Tullamore Court Hotel March 2011 (02).JPG|Tullamore Court Hotel
File:Charleville Castle Tullamore Co Offaly - geograph.org.uk - 1357659.jpg|Charleville Castle
File:Grand Canal at Bury Quai Tullamore Co. Offaly - geograph.org.uk - 1365144.jpg|Grand Canal
File:Collumcillie Street Tullamore Co.Offaly - geograph.org.uk - 1365228.jpg|Columcille Street

"
694616,Souleymane Oulare,References,"
"
347794,Toubkal,Introduction,"

'''Toubkal''' or '''Tubkal''' ( ''Tūbqāl''; Berber: ⵜⵓⴱⴽⴰⵍ ''Tubkal'' or ⵜⵓⴱⵇⴰⵍ ''Tubqal'') is a mountain peak in southwestern Morocco located in the Toubkal National Park. At  it is the highest peak in the Atlas Mountains Anti Atlas North Africa and the Arab World. It is an ultra prominent peak located 63 km south of the city of Marrakesh and is a popular destination for climbers.
"
751203,USS McCall (DD-400),References,"
"
665216,Gladys Knight discography,Singles,"




 Year

 Single

 Peak chart positions



 US

 USR&B

 USA/C

 UK




 1978

 ""I'm Coming Home Again""

 —

 54

 —

 —




 1978

 ""I'm Still Caught Up With You""

 —

 —

 —

 —




 1979

 ""Am I Too Late""

 —

 45

 —

 —




 1981

 ""When a Child Is Born"" (with Johnny Mathis)

 —

 —

 —

 74




 1985

 ""That's What Friends Are For"" (with Dionne Warwick Elton John & Stevie Wonder)

 1

 1

 1

 16




 1986

 ""Loving on Borrowed Time (Love Theme from ''Cobra'')"" (with Bill Medley)

 —

 —

 16

 —




 1989

 ""Licence to Kill"" (Theme from ''Licence to Kill'')

 —

 69

 18

 6




 1990

 ""If I Knew Then What I Know Now"" (with Kenny Rogers)

 —

 —

 10

 —



 1991

 ""Men""

 —

 2

 —

 —



 ""Superwoman"" (with Dionne Warwick & Patti LaBelle)  

 —

 19

 —

 —



 ""Meet Me in the Middle""

 —

 78

 —

 —




 1992

 ""Where Would I Be""

 —

 66

 —

 —



 1994

 ""I Don't Want to Know""

 113

 32

 —

 —



 ""End of the Road Medley"" 

 —

 76

 —

 —




 1995

 ""Next Time""

 —

 30

 —

 —




 1996

 ""Missing You"" (with Brandy Tamia & Chaka Khan)

 25

 10

 30

 —




 2010

 ""Settle""

 —

 —

 —

 —




 2011

 ""I (Who Have Nothing)""

 —

 —

 —

 —




 2015

 ""Soon""

 —

 —

 —

 —




 2015

 ""Just a Little""

 —

 —

 —

 —




 ""—"" denotes the single failed to chart


; Notes
* Did not chart on the Hot R&B/Hip-Hop Songs charts (''Billboard'' rules at the time prevented album cuts from charting). Chart peak listed represents the Hot R&B/Hip-Hop Airplay chart.
"
464027,MPEG-4 Part 2,Criticisms,"MPEG-4 Part 2 has drawn some industry criticism. FFmpeg's maintainer Michael Niedermayer has criticised MPEG-4 for lacking an in-loop deblocking filter GMC being too computationally intensive and OBMC being defined but not allowed in any profiles among other things. Microsoft's Ben Waggoner states ""Microsoft (well before my time) went down the codec standard route before with MPEG-4 part 2 which turns out to be a profound disappointment across the industry - it didn't offer that much of a compression advantage over MPEG-2 and the protracted license agreement discussions scared off a lot of adoption. I was involved in many digital media projects that wouldn't even touch MPEG-4 in the late 1990s to early 2000s because there was going to be a 'content fee' that hadn't been fully defined yet.""
"
631384,James Holworthy,References,"* 
* Bryan’s Dict. (Graves); 
* Grave’s Dict.; 
* Catalogue of South Kensington Museum.
;Attribution

"
340930,It's a Long Way to Tipperary,Lyrics,"
:Up to mighty London
:Came an Irishman one day.
:As the streets are paved with gold
:Sure everyone was gay
:Singing songs of Piccadilly
:Strand and Leicester Square
:Till Paddy got excited
:Then he shouted to them there:

::'''Chorus'''
::''It's a long way to Tipperary''
::''It's a long way to go.''
::''It's a long way to little Mary''
::''To the sweetest girl I know!''
::''Goodbye Piccadilly''
::''Farewell Leicester Square!''
::''It's a long long way to Tipperary''
::''But my heart's right there.''

:Paddy wrote a letter
:To his Irish Molly-O
:Saying ""Should you not receive it
:Write and let me know!""
:""If I make mistakes in spelling
:Molly dear"" said he
:""Remember it's the pen that's bad
:Don't lay the blame on ''me!''

::'''Chorus'''

:Molly wrote a neat reply
:To Irish Paddy-O
:Saying ""Mike Maloney
:Wants to marry me and so
:Leave the Strand and Piccadilly
:Or you'll be to blame
:For love has fairly drove me silly:
:Hoping you're the same!""

::'''Chorus'''


An alternative bawdy concluding chorus:


::''That's the wrong way to tickle Mary''
::''That's the wrong way to kiss.''
::''Don't you know that over here lad''
::''They like it best like this.''
::''Hoo-ray ''pour les français''''
::''Farewell ''Angleterre''.''
::''We didn't know how to tickle Mary''
::''But we learnt how over there.''

"
229879,Papillomaviridae,Human papillomaviruses,"
Over 170 human papillomavirus types have been completely sequenced. They have been divided into 5 genera: Alphapapillomavirus Betapapillomavirus Gammapapillomavirus Mupapillomavirus and Nupapillomavirus. At least 200 additional viruses have been identified that await sequencing and classification.
"
290488,Fatu Hiva,Demographics,"
The 2007 population of Fatu Hiva was 587 primarily spread across three villages:
*Hana Vave
*Omoa
*Uia
"
382332,Media in Ottawa–Gatineau,External links," 
*  East Ontario West Quebec Media List with contact data mapped by Postcodes and Areas 









"
323418,Bleomycin,Introduction,"

'''Bleomycin''' is a medication used to treat cancer. This includes Hodgkin's lymphoma non-Hodgkin's lymphoma testicular cancer ovarian cancer and cervical cancer among others. Typically used with other cancer medications it can be given intravenously by injection into a muscle or under the skin. It may also be administered inside the chest to help prevent the recurrence of a fluid around the lung due to cancer; however talc is better for this.


Common side effects include fever weight loss vomiting and rash. A severe type of anaphylaxis may occur. It may also cause inflammation of the lungs that can result in lung scarring. Chest X-rays every couple of weeks are recommended to check for this. Bleomycin may cause harm to the baby if used during pregnancy. It is believed to primarily work by preventing the making of DNA.


Bleomycin was discovered in 1962. It is on the World Health Organization's List of Essential Medicines the most effective and safe medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is between 14 USD and 78 USD a dose. It is made by the bacterium ''Streptomyces verticillus''.
"
653833,Sitka Summer Music Festival,Introduction,"The Sitka Summer Music Festival logo.The '''Sitka Summer Music Festival''' (abbreviated '''SSMF''') is a month-long classical chamber music festival in the community of Sitka Alaska.
"
265975,Tony Coelho,See also,"* List of federal political scandals in the United States
"
575311,Gilly,Economy," Gilly had an unemployment rate of 3.7%.   there were 101 people employed in the primary economic sector and about 20 businesses involved in this sector.  32 people were employed in the secondary sector and there were 9 businesses in this sector.  161 people were employed in the tertiary sector with 22 businesses in this sector.  There were 389 residents of the municipality who were employed in some capacity of which females made up 40.6% of the workforce.

 the total number of full-time equivalent jobs was 227.  The number of jobs in the primary sector was 72 all of which were in agriculture.  The number of jobs in the secondary sector was 32 of which 23 or (71.9%) were in manufacturing and 9 (28.1%) were in construction.  The number of jobs in the tertiary sector was 123.  In the tertiary sector; 29 or 23.6% were in wholesale or retail sales or the repair of motor vehicles 13 or 10.6% were in the movement and storage of goods 9 or 7.3% were in a hotel or restaurant 1 was in the information industry 2 or 1.6% were technical professionals or scientists 7 or 5.7% were in education and 54 or 43.9% were in health care.

 there were 126 workers who commuted into the municipality and 279 workers who commuted away.  The municipality is a net exporter of workers with about 2.2 workers leaving the municipality for every one entering.  About 8.7% of the workforce coming into Gilly are coming from outside Switzerland.  Of the working population 9.8% used public transportation to get to work and 64% used a private car.
"
269504,Charles Benedict Driscoll,Introduction,"'''Charles Benedict Driscoll''' (October 19 1885 – January 15 1951) was a U.S. journalist and editor.  Driscoll was born south of Wichita Kansas on a farm that was purchased by his father after emigrating from Ireland by way of New York and Ohio.  Driscoll wrote of his life in Kansas in the ''Kansas Irish'' trilogy; the first two books published in 1943 (''Kansas Irish'') and 1946 (''Country Jake'') and the last ''East and West of Wichita'' in manuscript published in E-book by Rowfant Press in 2014.  ''Kansas Irish'' was republished by Rowfant Press in 2011 in an illustrated paperback edition introduction by Dr. Matthew Jockers.  He began his career as a journalist writing for the ''Wichita Eagle'' and is popularly credited as the originator of the ""school page"" in newspapers. Driscoll became editor of the ''Wichita Eagle'' in 1919 but was forced out of his position in the 1920s by the Ku Klux Klan active in Kansas politics at the time. Driscoll worked as an editor for the McNaught Syndicate from 1928 until his death and continued the popular ''New York Day by Day'' column after the death of its creator O. O. McIntyre in 1938. Dr. Matthew Jockers has written on the importance of Driscoll as a writer on the Irish in the West ""A Window Facing West: Charles Driscoll's Kansas Irish"" ''New Hibernia Review'' Volume 8 Number 3 helping to revive interest in his writing and life.  
 "
256063,Stresa,Introduction,"
'''Stresa''' is a town and ''comune'' of about 5000 residents on the shores of Lake Maggiore in the province of Verbano-Cusio-Ossola in the Piedmont region of northern Italy about  northwest of Milan. Since the early 20th century the main source of income has been tourism; like other places on Lake Maggiore it benefits from spectacular views as well as areas of historical and architectural interest. It is situated on road and rail routes to the Simplon Pass.
"
799256,Canada at the Summer Olympics,Soccer,"
Canada first competed in Olympic football at the second tournament 1904.  One club team from Canada went to St. Louis to compete against two American teams winning the gold medal. Canada's men's soccer team is considered unlikely to qualify for the Olympics. The women's national team won the bronze medal in the 2012 and 2016 Olympics.






 Games

 '''Gold'''

 '''Silver'''

 '''Bronze'''

 '''Total'''



 1904 St. Louis 

 1 

 0 

 0 

 1



 2012 London 

 0 

 0 

 1 

 1



 2016 Rio de Janeiro 

 0 

 0 

 1 

 1



 Total 

 1 

 0 

 2 

 3


"
807511,Capitol Theatre Melbourne,References,"
"
511256,Amaryllis belladonna,Bibliography,"
* 
* 
* 
* 
* 









"
273372,Pornainen,Politics,"Results of the Finnish parliamentary election 2011 in Pornainen:

*True Finns   25.4%
*Social Democratic Party   22.8%
*National Coalition Party   20.6%
*Centre Party   18.1%
*Green League   5.4%
*Left Alliance   3.6%
*Christian Democrats   1.6%
*Swedish People's Party   1.5%"
373561,List of political parties in the Northern Mariana Islands,See also,"* Politics of the Northern Mariana Islands
* List of political parties by country
*Political party strength in the Northern Mariana Islands










"
469401,Echinococcus multilocularis,Treatment,"If no specific therapy is initiated in 94% of patients the disease is fatal within 10–20 years following diagnosis.
* Currently benzimidazoles (such as albendazole) are used to treat AE: only halt their proliferation and do not actually kill the parasites side effects such as liver damage
* 2-ME2 a natural metabolite of estradiol is tested with some results ''in vitro'': decreased transcription of 14-3-3-pro-tumorogenic zeta-isoform causes damage to germinal layer but does not kill parasite ''in vivo''
* Treatment with a combination of albendazole/2-ME2 showed best results in reducing parasite burden
* Despite the improvements in the chemotherapy of echinococcosis with benzimidazole derivatives complete elimination of the parasitic mass cannot be achieved in most infected patients although studies indicate that long-term treatment with mebendazole may cause the death of the parasite. ---> Which reference does this come from?
"
371573,Latent Recordings,See also,"* List of record labels
"
31832,Vanessa Redgrave,References,"
"
509523,Sub-Roman Britain,End of Roman Britain,"
Various dates have been proposed to mark the end of Roman Britain including the end of Roman currency coinage importation in 402 Constantine III's rebellion in 407 the rebellion mentioned by Zosimus in 409 and the Rescript of Honorius in 410. Unlike modern decolonisation the dating of the end of Roman Britain is complex and the exact process is unknown.

There is some controversy as to why Roman rule ended in Britain. The view first advocated by Wolfgang Mommsen was that Rome left Britain. This argument was substantiated over time most recently by A.S. Esmonde-Cleary. According to this argument internal turmoil in the Roman Empire and the need to withdraw troops to fight off barbarian armies led Rome to abandon Britain. It was the collapse of the imperial system that led to the end of imperial rule in Britain. However Michael Jones has advanced an alternative thesis that argues that Rome did not leave Britain but that Britain left Rome. He highlights the numerous usurpers who came from Britain in the late 4th and early 5th centuries and points out that the supply of coinage to Britain had dried up by the early 5th century so that administrators and troops were not getting paid. All of this he argues led the British people to rebel against Rome. Both of these arguments are open to criticism and the question is still open.

It was a violent period and there was probably widespread tension alluded to in all the written sources. This may have led to the deaths of many Britons. There are also references to plagues. Laycock (''Britannia the Failed State'' 2008) suggests tribal conflict possibly even starting before 410 may have sliced up much of Britain and helped destroy the economy. The evidence from land use suggests a decline in production which might be a sign of population decline.

It is clear that some British people migrated to Europe and Armorica in northwest Gaul became known as Brittany. There is also evidence of British migration to Gallaecia in Hispania. The dates of these migrations are uncertain but recent studies suggest that the migration from south western Britain to Brittany may have begun as early as 300 and had largely ended by 500. These settlers unlikely to be refugees if the date was this early made their presence felt in the naming of the westernmost Atlantic-facing provinces of Armorica Kerne/Cornouaille (""Kernow/Cornwall"") and Domnonea (""Devon""). However there is clear linguistic evidence for close contact between the south west of Britain and Brittany across the sub-Roman period.

In Galicia in the north west corner of the Iberian peninsula another region of traditional Celtic culture the Suebian ''Parochiale'' drawn up about 580 includes a list of the principal churches of each diocese in the metropolitanate of Braga (the ''ecclesia Britonensis'' now Bretoña) which was the seat of a bishop who ministered to the spiritual needs of the British immigrants to northwestern Spain: in 572 the bishop Mailoc had a Celtic name. The settlers had brought their Celtic Christianity with them but finally accepted the Latin Rite at the Council of Toledo in 633. The diocese stretched from Ferrol to the Eo River. In Spain the area has sometimes been dubbed ""the third Britain"" or ""the last Britain"".

Non-Anglo-Saxon kingdoms began appearing in western Britain and are first referred to in Gildas' ''De Excidio''. To an extent these kingdoms may have derived from Roman structures. But it is also clear that they drew on a strong influence from Hibernia which was never part of the Roman Empire. Archaeology has helped further the study of these kingdoms notably at sites like Tintagel or the South Cadbury hill-fort.

In the north there developed the British kingdoms of the Hen Ogledd the ""Old North"" comprising Ebrauc (probable name) Bryneich Rheged Strathclyde Elmet and Gododdin. Fifth and sixth century repairs along Hadrian's Wall have been uncovered and at Whithorn in south western Scotland (possibly the site of St Ninian's monastery). Chance discoveries have helped document the continuing urban occupation of some Roman towns such as Wroxeter and Caerwent. Continued urban use might be associated with an ecclesiastical structure.

Western Britain has attracted those archaeologists who wish to place King Arthur as a historical figure. Though there is little contemporary written evidence for this archaeological evidence does suggest that a Romano-British king might have wielded considerable power during the sub-Roman period as demonstrated by the creation of sites such as Tintagel and earthworks such as the Wansdyke. Such interpretations continue to attract the popular imagination and the scepticism of academics.

While pushed back politically and linguistically British scholars and ecclesiastics had a significant impact on the Anglo-Saxon newcomers through literacy ecclesiastical social constructs and historical memory of the Roman period in Britain particularly after the Christianizing of the Anglo-Saxons by Augustine. Coming from a fully oral cultural background the Anglo-Saxons were heavily influenced by the more developed Christianized and literate culture of the Britons. British scholars were often employed at Anglo-Saxon courts to assist in the management of the kingdoms. This reintroduced British culture to those parts of Britain lost to the British politically. The epitome of this process is the adoption of the legendary British war leader King Arthur as the national hero of the English due to the literary work of Welsh historians.
"
374829,Jerome Park Reservoir,Introduction,"
The '''Jerome Park Reservoir''' is a reservoir located in Jerome Park a neighborhood in the North Bronx New York City. The reservoir is surrounded by DeWitt Clinton High School the Bronx High School of Science Lehman College High School of American Studies at Lehman College and numerous apartment houses including the Amalgamated Housing Cooperative administered by the Park Reservoir Housing Corporation.
"
118457,Nakhodka,Twin towns and sister cities,"

Nakhodka has the following sister city relationships:





 City

 State/Province

 Country

 Date



 Maizuru

 24px Kyoto

 

 June 1961



 Otaru

 24px Hokkaido

 

 September 12 1966



 Bellingham

 

 

 April 1975



 Oakland

 

 

 April 1975



 Tsuruga

 24px Fukui

 

 October 1982



 Jilin

  Jilin

 

 July 1991



 Donghae

  Gangwon

 

 December 1991



 Clare

 

 

 October 1997



 Phuket

 24px Phuket Province

 

 September 21 2006



First Soviet Union-Japan sister city
"
758496,Elliott Sober,Philosophy,"One of Sober's main fields of research has been the subject of simplicity or parsimony in connection with theory evaluation in science.  Sober also has been interested in altruism both as the concept is used in evolutionary biology and also as it is used in connection with human psychology.  His book with David Sloan Wilson ''Unto Others: the Evolution and Psychology of Unselfish Behavior'' (1998) addresses both topics.

Sober has been a prominent critic of intelligent design.  He also has written about evidence and probability scientific realism and instrumentalism laws of nature the mind-body problem and naturalism.

=== Philosophy of biology ===
Sober's ''The Nature of Selection: Evolutionary Theory in Philosophical Focus'' (1984) has been instrumental in establishing the philosophy of biology as a prominent research area in philosophy. According to the Stanford Encyclopedia of Philosophy ""''The Nature of Selection''...marks the point at which most philosophers became aware of the philosophy of biology."" In his review of the book biologist Ernst Mayr wrote ""Sober has ... given us what is perhaps the most careful and penetrating analysis of the concept of natural selection as it affects the process of evolution"".

=== Parsimony ===
Sober's first publication on parsimony was his 1975 book ''Simplicity''. In it he argued that the simplicity of a hypothesis should be understood in terms of a concept of question-relative informativeness. Sober abandoned this theory in the 1980s when he started to think about the concept of cladistic parsimony used in evolutionary biology. This led him to think of parsimony in terms of the concept of likelihood an idea he developed in his 1988 book ''Reconstructing the Past -- Parsimony Evolution and Inference''. In the 1990s he started to think about the role of parsimony in model selection theory—for example in the Akaike Information Criterion. He published a series of articles in this area with Malcolm Forster the first of which was their 1994 paper ""How to Tell When Simpler More Unified or Less Ad Hoc Theories Will Provide More Accurate Predictions."" His most recent publication on parsimony his 2015 book ''Ockham's Razors -- A User's Manual'' describes both the likelihood framework and the model selection frameworks as two viable ""parsimony paradigms.""
"
43776,Huron County Ohio,Politics,"


+ '''Presidential Elections Results'''



 Year

 Republican

 Democratic

 Third Parties



'''2016'''

'''64.9%''' ''16226''

28.8% ''7192''

6.3% ''1584''



'''2012'''

'''52.9%''' ''13060''

44.5% ''11006''

2.6% ''645''



'''2008'''

'''50.4%''' ''12884''

47.2% ''12076''

2.4% ''622''



'''2004'''

'''58.0%''' ''14817''

41.4% ''10568''

0.7% ''173''



'''2000'''

'''57.5%''' ''12286''

38.3% ''8183''

4.2% ''891''



'''1996'''

41.4% ''8750''

'''41.9%''' ''8858''

16.8% ''3553''



'''1992'''

'''38.7%''' ''9480''

32.4% ''7930''

28.9% ''7061''



'''1988'''

'''61.2%''' ''12633''

37.8% ''7794''

1.0% ''215''



'''1984'''

'''68.0%''' ''14388''

31.2% ''6609''

0.8% ''174''



'''1980'''

'''58.3%''' ''11173''

34.1% ''6537''

7.6% ''1449''



'''1976'''

'''52.0%''' ''9386''

42.9% ''7742''

5.2% ''938''



'''1972'''

'''63.1%''' ''10942''

31.7% ''5491''

5.2% ''907''



'''1968'''

'''53.4%''' ''9456''

36.8% ''6515''

9.8% ''1743''



'''1964'''

41.5% ''7655''

'''58.5%''' ''10780''





'''1960'''

'''61.9%''' ''12261''

38.1% ''7534''





'''1956'''

'''73.4%''' ''12208''

26.6% ''4418''





'''1952'''

'''71.7%''' ''12372''

28.3% ''4875''





'''1948'''

'''59.5%''' ''9004''

40.1% ''6073''

0.4% ''57''



'''1944'''

'''66.1%''' ''11442''

33.9% ''5879''





'''1940'''

'''63.6%''' ''11758''

36.4% ''6741''





'''1936'''

46.2% ''8318''

'''47.2%''' ''8500''

6.7% ''1204''



'''1932'''

49.2% ''8702''

'''49.7%''' ''8795''

1.2% ''204''



'''1928'''

'''67.2%''' ''10702''

32.4% ''5157''

0.5% ''71''



'''1924'''

'''62.1%''' ''8340''

21.4% ''2871''

16.5% ''2214''



'''1920'''

'''67.2%''' ''9348''

31.6% ''4398''

1.2% ''169''



'''1916'''

48.3% ''4048''

'''49.4%''' ''4136''

2.3% ''196''



'''1912'''

20.6% ''1707''

'''40.1%''' ''3317''

39.3% ''3259''



'''1908'''

'''52.7%''' ''4930''

45.6% ''4262''

1.7% ''158''



'''1904'''

'''66.1%''' ''5613''

30.9% ''2622''

3.0% ''255''



'''1900'''

'''55.1%''' ''4993''

43.1% ''3906''

1.7% ''156''



'''1896'''

'''54.0%''' ''5008''

45.1% ''4185''

0.9% ''84''



'''1892'''

'''51.9%''' ''4257''

43.8% ''3592''

4.3% ''349''



'''1888'''

'''53.4%''' ''4392''

41.8% ''3438''

4.9% ''402''



'''1884'''

'''56.0%''' ''4650''

39.9% ''3311''

4.1% ''341''



'''1880'''

'''58.0%''' ''4566''

38.6% ''3040''

3.5% ''272''



'''1876'''

'''59.4%''' ''4504''

39.7% ''3014''

0.9% ''68''



'''1872'''

'''62.8%''' ''3812''

36.0% ''2182''

1.2% ''74''



==Government==


===Officials===
'''Commissioner - '''Terry Boose 

'''Commissioner -''' Joe Hintz 

'''Commissioner - ''' Bruce ""Skip"" Wilde 

'''Auditor - '''Roland Tkach

'''Clerk of Courts - '''Susan Hazel

'''Coroner - '''Jeffery Harwood

'''Engineer - '''Joseph B. Kovach

'''Prosecutor - '''Joel Sitterly 

'''Recorder - '''Jan Tkach 

'''Treasurer - '''Kathleen Schaffer

'''Sheriff - '''Todd Corbin 

'''Judge of Court of Common Pleas - '''James Conway

'''Court Secretary (non-elected position) - '''Julie Wise
"
486723,Bank of Uganda,Introduction,"

The '''Bank of Uganda''' () is the central bank of Uganda. Established in 1966 by Act of Parliament the bank is wholly owned by the government but is not a government department.
"
697640,Metiamide,References,"






"
683196,KUER-FM,External links,"* KUER official website
*














"
262025,Modern portfolio theory,See also,"*Bias ratio (finance)
*Black-Litterman model
*Intertemporal portfolio choice
*Investment theory
*Marginal conditional stochastic dominance
*Mutual fund separation theorem
*Omega ratio
*Post-modern portfolio theory
*Sortino ratio
*Treynor ratio
*Two-moment decision models
*Kelly criterion
"
74245,Lykens Township Dauphin County Pennsylvania,Education,"Map of Dauphin County Pennsylvania School Districts

Residents of Lykens Township may attend the local public schools operated by Upper Dauphin School District which provides kindergarten through 12th grade. The District's enrollment declined to 1237 students K-12 in 2013. Upper Dauphin Area School District ranked 322nd out of 500 public schools for academic achievement of its pupils in 2013. Lykens Township residents may also apply to attend Infinity Charter School located on 51 Banks St Harrisburg and any of the Commonwealth's 13 public cyber charter schools at no additional cost to the parents. The Upper Dauphin Area School District is required to pay the charter school and cyber charter school tuition for residents who attend these public schools.  By Commonwealth law if the District provides transportation for its own students then the District must provide transportation to any school that lies within 10 miles of its borders. Residents may also seek admission for their school aged child to any other public school district. When accepted for admission the student's parents are responsible for paying an annual tuition fee set by the Pennsylvania Department of Education. In 2012 the tuition fees for Upper Dauphin School District were: Elementary School - $8961.52 High School - $9565.39.

Capital Area Intermediate Unit #15 provides a wide variety of services to children living in its region which includes Lykens Township. Early screening special educations services speech and hearing therapy and many other services like driver education are available. Services for children during the preschool years are provided without cost to their families when the child is determined to meet eligibility requirements. CAIU15 also operates Capital Area Online Learning Association which is an online learning program operated in association with the local public schools.

Lykens Township residents have access to Harrisburg Area Community College. People residing in Lykens Township fund HACC in part through an annual payment made by Upper Dauphin School District. Twenty two local public school districts are required to contribute annually to HACC regardless of whether any residents are attending the college. Full-time students from these districts who attend HACC pay $1674 for 12 credit hours.
"
425679,Eugene Bullard,Honours and awards,"Eugene Bullard's awards
Bullard's medals at the National Museum of the United States Air Force Dayton Ohio
Decorations of Eugene Jacques Bullard.






100px

100 px



100px

100px

100px

100px



100px

100px

100px

100px



100px

100px

100px

100px




1st row :
* Chevalier de la Légion d'honneur (Knight of the Legion of Honor)
* Médaille militaire (Military Medal)
2nd row :
* Croix de guerre 1914-1918 avec etoile de bronze (War Cross with bronze star)
* Croix du combattant volontaire 1914-1918 Volunteer Combatant Cross)
* Croix du combatant (Combatant's Cross)
* Médaille des blessés militaires (Medal for Military Wounded)
3rd row :
* Médaille commémorative de la guerre 1914-1918  (World War I Medal)
* Médaille interalliée 1914-1918 dite de la Victoire (Victory Medal)
* Médaille engagé volontaire (Voluntary Enlistment Medal)
* Médaille commémorative de la bataille de Verdun (Battle of Verdun Medal)
4th row :
* Médaille commémorative de la bataille de la Somme (Battle of the Somme Medal)
* Médaille commémorative de la guerre 1939-1945 (World War II Medal)
* Médaille commémorative des services volontaires de la France libre (Voluntary Service to Free France)
* Médaille des volontaires américains avec l'Armée Française (American Volunteer with French Army Medal)

Note – Bullard was posthumously eligible for the World War I Victory Medal (United States) as he was posthumously commissioned an officer in the United States Army with a date of rank which fell during the eligibility period of the medal.
"
128314,Radical behaviorism,Outgrowths,"There are radical behaviorist schools of animal training management clinical practice and education. Skinner's political views have left their mark in small ways as principles adopted by a small handful of utopian communities such as Los Horcones and in ongoing challenges to aversive techniques in control of human and animal behavior.

Radical behaviorism has generated numerous descendants. Examples of these include molar approaches associated with Richard Herrnstein and William Baum Howard Rachlin's teleological behaviorism William Timberlake's behavior systems approach and John Staddon's theoretical behaviorism.

Skinner's theories on verbal behavior have seen widespread application in therapies for autistic children that are based on applied behavior analysis (ABA).
"
243376,Armour of God II: Operation Condor,External links,"* 
* 
* 
* 






















"
233522,Wild Planet,Chart performance,"The album spent 27 weeks on the U.S. ''Billboard'' album charts and reached its peak position of #18 in late September 1980.




Chart (1980)

Peakposition



U.S. ''Billboard'' 200

18



UK Albums Chart

18




"
629376,Whyanbeelia,Introduction,"


'''''Whyanbeelia''''' is a genus of plants under the family Picrodendraceae described as a genus in 1976.

There is only one known species '''''Whyanbeelia terrae-reginae''''' endemic to the Cook region of the Australian State of Queensland. The epithet ''""terrae-reginae""'' is Latin for ""from the land of the queen.""
"
94118,Tom Hulce,External links,"*
*
*
*




















"
520736,Keith Smart,See also,"*
"
